булгачить	взбулгачить	вз
бунтовать	взбунтовать	вз
буравить	пробуравить	про
буреть	побуреть	по
бурить	пробурить	про
бурчать	пробурчать	про
бутить	забутить	за
бухнуть	разбухнуть	раз
ваксить	наваксить	на
валить	повалить	по
валить	свалить	с
валиться	повалиться	по
валиться	свалиться	с
валять	обвалять	об
валять	свалять	с
варганить	сварганить	с
варить	сварить	с
вариться	свариться	с
везти	повезти	по
великодушничать	свеликодушничать	с
вентилировать	провентилировать	про
венчать	обвенчать	об
венчать	повенчать	по
венчать	увенчать	у
венчаться	обвенчаться	об
венчаться	повенчаться	по
венчаться	увенчаться	у
вербовать	завербовать	за
вербоваться	завербоваться	за
вередить	развередить	раз
верещать	проверещать	про
верить	поверить	по
вериться	повериться	по
верстать	поверстать	по
верстать	сверстать	с
вертеть	провертеть	про
вертеть	свернуть	с
вертеть	свертеть	с
вершить	повершить	по
веселеть	повеселеть	по
веселить	повеселить	по
веселить	развеселить	раз
веселиться	повеселиться	по
вести	повести	по
вести	привести	при
вести	провести	про
ветвиться	разветвиться	раз
ветшать	обветшать	об
вечереть	завечереть	за
вечереть	повечереть	по
вечереть	свечереть	с
вечерять	повечерять	по
вешать	повесить	по
вешать	свешать	с
вешаться	повеситься	по
вешаться	свешаться	с
вещать	провещать	про
веять	провеять	про
вздорить	повздорить	по
взрослеть	повзрослеть	по
видать	повидать	по
видать	увидать	у
видаться	повидаться	по
видаться	увидаться	у
видеть	увидеть	у
видеться	свидеться	с
видеться	увидеться	у
видеться	привидеться	при
визировать	завизировать	за
виниться	повиниться	по
виснуть	повиснуть	по
вить	свить	с
влажнеть	повлажнеть	по
влечь	повлечь	по
влиять	повлиять	по
возить	отвозить	от
волгнуть	наволгнуть	на
волгнуть	отволгнуть	от
волновать	взволновать	вз
волноваться	взволноваться	вз
волочить	проволочить	про
вонять	навонять	на
воровать	своровать	с
ворожить	поворожить	по
воротить	поворотить	по
воротить	своротить	с
ворсить	наворсить	на
ворсовать	наворсовать	на
вощить	навощить	на
врать	наврать	на
врать	соврать	с
вредить	навредить	на
вредить	повредить	по
вуалировать	завуалировать	за
вшиветь	завшиветь	за
вшиветь	обовшиветь	обо
вьючить	навьючить	на
вязать	связать	с
вязнуть	завязнуть	за
вязнуть	увязнуть	у
вянуть	завянуть	за
вянуть	увянуть	у
гавкать	прогавкать	про
гадать	погадать	по
гадить	нагадить	на
гарпунить	загарпунить	за
гасить	загасить	за
гасить	погасить	по
гасить	угасить	у
гаснуть	погаснуть	по
гаснуть	угаснуть	у
гатить	загатить	за
гваздаться	загваздаться	за
гваздаться	изгваздаться	из
герметизировать	загерметизировать	за
гибнуть	погибнуть	по
гипнотизировать	загипнотизировать	за
гипсовать	загипсовать	за
гладить	выгладить	вы
гладить	погладить	по
глотать	проглотить	про
глохнуть	заглохнуть	за
глохнуть	оглохнуть	о
глупеть	поглупеть	по
глупить	сглупить	с
глушить	заглушить	за
глушить	оглушить	о
глядеть	поглядеть	по
глядеться	поглядеться	по
глянцевать	наглянцевать	на
гнать	выгнать	вы
гнать	прогнать	про
гнаться	угнаться	у
гневаться	прогневаться	про
гневаться	разгневаться	раз
гневить	прогневить	про
гнить	сгнить	с
гноить	сгноить	с
гнуть	погнуть	по
гнуть	согнуть	с
гнуться	погнуться	по
гнуться	согнуться	с
гнушаться	погнушаться	по
гоготать	прогоготать	про
голосовать	проголосовать	про
голубеть	поголубеть	по
голубить	приголубить	при
горбить	сгорбить	с
горбиться	сгорбиться	с
гореть	сгореть	с
горкнуть	прогоркнуть	про
горячить	разгорячить	раз
горячиться	разгорячиться	раз
готовить	подготовить	под
готовить	заготовить	за
готовить	приготовить	при
готовить	сготовить	с
готовиться	подготовиться	под
готовиться	приготовиться	при
гофрировать	нагофрировать	на
грабастать	заграбастать	за
грабить	ограбить	о
гравировать	выгравировать	вы
гравировать	награвировать	на
гравировать	отгравировать	от
гранить	огранить	о
графить	разграфить	раз
грезиться	пригрезиться	при
греметь	прогреметь	про
грести	сгрести	с
греть	взгреть	вз
греть	нагреть	на
греть	согреть	с
греться	нагреться	на
греться	согреться	с
грешить	погрешить	по
грешить	согрешить	с
гримировать	загримировать	за
гримировать	нагримировать	на
гримироваться	загримироваться	за
гримироваться	нагримироваться	на
гробить	угробить	у
грозить	погрозить	по
грозить	пригрозить	при
грозиться	погрозиться	по
грозиться	пригрозиться	при
громить	разгромить	раз
громоздить	нагромоздить	на
громоздиться	взгромоздиться	вз
громоздиться	нагромоздиться	на
громыхать	прогромыхать	про
грохотать	прогрохотать	про
грубеть	загрубеть	за
грубеть	огрубеть	о
грубеть	погрубеть	по
грубить	нагрубить	на
грубиянить	нагрубиянить	на
грудиться	сгрудиться	с
грузить	загрузить	за
грузить	нагрузить	на
грузить	погрузить	по
грузиться	погрузиться	по
грузнеть	огрузнеть	о
грузнеть	погрузнеть	по
грунтовать	загрунтовать	за
грунтовать	нагрунтовать	на
группировать	сгруппировать	с
группироваться	сгруппироваться	с
грызть	разгрызть	раз
грызться	погрызться	по
грязнить	загрязнить	за
грязниться	загрязниться	за
грязнуть	погрязнуть	по
губить	загубить	за
губить	погубить	по
губить	сгубить	с
гудеть	прогудеть	про
гудронировать	загудронировать	за
гулять	погулять	по
густеть	загустеть	за
густить	загустить	за
густить	сгустить	с
густиться	загуститься	за
густиться	сгуститься	с
гуторить	погуторить	по
давить	задавить	за
давить	раздавить	раз
давить	удавить	у
давиться	подавиться	по
давиться	удавиться	у
дарить	подарить	по
двоить	вздвоить	вз
двоить	сдвоить	с
двурушничать	сдвурушничать	с
дебоширить	надебоширить	на
девать	подевать	по
деваться	задеваться	за
деваться	подеваться	по
дегустировать	продегустировать	про
дезинфицировать	продезинфицировать	про
действовать	подействовать	по
декламировать	продекламировать	про
декорировать	задекорировать	за
делать	сделать	с
делаться	сделаться	с
деликатничать	поделикатничать	по
делить	поделить	по
делить	разделить	раз
делиться	поделиться	по
делиться	разделиться	раз
демонстрировать	продемонстрировать	про
деревенеть	задеревенеть	за
деревенеть	одеревенеть	о
дерзить	надерзить	на
дефилировать	продефилировать	про
дешеветь	подешеветь	по
дешевить	продешевить	про
дивиться	подивиться	по
диктовать	продиктовать	про
дисковать	продисковать	про
дичать	одичать	о
длиннеть	подлиннеть	по
длиться	продлиться	про
добреть	подобреть	по
добреть	раздобреть	раз
довольствоваться	удовольствоваться	у
доить	подоить	по
долбить	выдолбить	вы
долбить	продолбить	про
должать	задолжать	за
дорожать	подорожать	по
досадовать	подосадовать	по
дохнуть	издохнуть	из
дохнуть	подохнуть	по
дохнуть	сдохнуть	с
драить	выдраить	вы
драить	надраить	на
драпировать	задрапировать	за
драпироваться	задрапироваться	за
драть	выдрать	вы
драть	задрать	за
драть	содрать	с
драть	разодрать	раз
драться	подраться	по
дрейфить	сдрейфить	с
дрессировать	выдрессировать	вы
дробить	раздробить	раз
дробиться	раздробиться	раз
дрючить	вздрючить	вз
дрябнуть	одрябнуть	о
дряхлеть	одряхлеть	о
дубасить	отдубасить	от
дубить	выдубить	вы
дублировать	продублировать	про
дублировать	сдублировать	с
думать	подумать	по
думаться	подуматься	по
дурачить	одурачить	о
дуреть	одуреть	о
дурить	задурить	за
дурманить	одурманить	о
дурнеть	подурнеть	по
дуть	выдуть	вы
душить	задушить	за
душить	надушить	на
душить	удушить	у
душиться	задушиться	за
душиться	надушиться	на
дыбиться	вздыбиться	вз
дымить	надымить	на
ежить	съежить	с
ежиться	съежиться	с
ерепениться	взъерепениться	вз
ерошить	взъерошить	вз
ерошиться	взъерошиться	вз
ерундить	наерундить	на
ершить	взъершить	вз
ершиться	взъершиться	вз
есть	поесть	по
есть	разъесть	раз
есть	съесть	с
ехидничать	съехидничать	с
жадничать	пожадничать	по
жалеть	пожалеть	по
жалить	ужалить	у
жалиться	пожалиться	по
жалобиться	пожалобиться	по
жаловать	пожаловать	по
жаловаться	пожаловаться	по
жарить	зажарить	за
жарить	изжарить	из
жарить	пожарить	по
жариться	зажариться	за
жариться	изжариться	из
жать	выжать	вы
жать	сжать	с
жать	сжать	с
жаться	сжаться	с
желать	пожелать	по
желтеть	пожелтеть	по
желтить	выжелтить	вы
желтить	зажелтить	за
женить	поженить	по
жениться	пожениться	по
жеребиться	ожеребиться	о
жертвовать	пожертвовать	по
жечь	сжечь	с
жечься	обжечься	об
животворить	оживотворить	о
жиреть	ожиреть	о
жиреть	разжиреть	раз
жмурить	зажмурить	за
жмуриться	зажмуриться	за
жрать	сожрать	с
жулить	сжулить	с
жульничать	сжульничать	с
жухнуть	зажухнуть	за
жухнуть	пожухнуть	по
заботить	озаботить	о
заботиться	позаботиться	по
завидовать	позавидовать	по
завтракать	позавтракать	по
заимствовать	позаимствовать	по
заимствоваться	позаимствоваться	по
зариться	позариться	по
звать	позвать	по
звенеть	прозвенеть	про
звереть	озвереть	о
звонить	позвонить	по
звониться	позвониться	по
звучать	прозвучать	про
здороваться	поздороваться	по
здороветь	поздороветь	по
зеленеть	позеленеть	по
зеленить	позеленить	по
зимовать	перезимовать	пере
златить	озлатить	о
златить	позлатить	по
златиться	позлатиться	по
злеть	озлеть	о
злить	обозлить	обо
злить	озлить	о
злить	разозлить	раз
злиться	обозлиться	обо
злиться	озлиться	о
злиться	разозлиться	раз
злобиться	озлобиться	о
знакомить	ознакомить	о
знакомить	познакомить	по
знакомиться	ознакомиться	о
знакомиться	познакомиться	по
знаменовать	ознаменовать	о
знаменоваться	ознаменоваться	о
золотеть	позолотеть	по
золотить	позолотить	по
зондировать	прозондировать	про
зреть	назреть	на
зреть	созреть	с
зреть	узреть	у
зубрить	вызубрить	вы
зубрить	зазубрить	за
зубрить	зазубрить	за
зубрить	назубрить	на
зубриться	зазубриться	за
зябнуть	вызябнуть	вы
зябнуть	озябнуть	о
играть	сыграть	с
идти	пойти	по
известковать	произвестковать	про
иллюстрировать	проиллюстрировать	про
именовать	наименовать	на
именоваться	наименоваться	на
имитировать	сымитировать	с
импровизировать	сымпровизировать	с
индеветь	заиндеветь	за
инспектировать	проинспектировать	про
инструктировать	проинструктировать	про
интервьюировать	проинтервьюировать	про
интересоваться	поинтересоваться	по
интриговать	заинтриговать	за
информировать	проинформировать	про
итожить	подытожить	под
каверзить	накаверзить	на
каверзничать	накаверзничать	на
казаться	показаться	по
каламбурить	скаламбурить	с
калечить	искалечить	из
калечить	покалечить	по
калечиться	искалечиться	из
калечиться	покалечиться	по
калибровать	прокалибровать	про
калькировать	скалькировать	с
калькулировать	скалькулировать	с
каменеть	окаменеть	о
камуфлировать	закамуфлировать	за
канителить	проканителить	про
канителиться	проканителиться	про
канифолить	наканифолить	на
кантовать	окантовать	о
капать	накапать	на
карабкаться	вскарабкаться	вз
карать	покарать	по
катать	скатать	с
каяться	покаяться	по
каяться	раскаяться	раз
квакать	проквакать	про
квасить	заквасить	за
квасить	сквасить	с
кипеть	вскипеть	вз
кипятить	вскипятить	вз
кипятиться	вскипятиться	вз
кипятиться	раскипятиться	раз
киснуть	прокиснуть	про
киснуть	скиснуть	с
кланяться	поклониться	по
классифицировать	расклассифицировать	раз
класть	положить	по
класть	сложить	с
клеветать	наклеветать	на
клеить	приклеить	при
клеить	склеить	с
клепать	выклепать	вы
клепать	склепать	с
клониться	склониться	с
клянчить	выклянчить	вы
клясться	поклясться	по
кляузничать	накляузничать	на
ковать	выковать	вы
ковать	подковать	под
ковать	сковать	с
коверкать	исковеркать	из
кодировать	закодировать	за
козырять	откозырять	от
кокать	укокать	у
колебать	поколебать	по
колебаться	поколебаться	по
колеть	заколеть	за
колотить	поколотить	по
колоть	заколоть	за
колоть	вколоть	в
колоть	расколоть	раз
колоть	уколоть	у
колошматить	отколошматить	от
колпачить	околпачить	о
кольцевать	закольцевать	за
кольцевать	окольцевать	о
командовать	скомандовать	с
комбинировать	скомбинировать	с
комкать	скомкать	с
комментировать	прокомментировать	про
компилировать	скомпилировать	с
комплектовать	скомплектовать	с
комплектовать	укомплектовать	у
компоновать	скомпоновать	с
компостировать	закомпостировать	за
компостировать	прокомпостировать	про
компрометировать	скомпрометировать	с
конденсировать	сконденсировать	с
конопатить	законопатить	за
конопатить	проконопатить	про
консервировать	законсервировать	за
конспектировать	законспектировать	за
конспирировать	законспирировать	за
конструировать	сконструировать	с
консультировать	проконсультировать	про
консультироваться	проконсультироваться	про
контрактовать	законтрактовать	за
контрактоваться	законтрактоваться	за
контролировать	проконтролировать	про
конфузить	сконфузить	с
конфузиться	сконфузиться	с
концентрировать	сконцентрировать	с
концентрироваться	сконцентрироваться	с
кооперировать	скооперировать	с
кооперироваться	скооперироваться	с
координировать	скоординировать	с
копать	выкопать	вы
копаться	закопаться	за
копировать	скопировать	с
копить	накопить	на
копить	скопить	с
копиться	накопиться	на
копиться	скопиться	с
копнить	скопнить	с
коптить	закоптить	за
корежить	искорежить	из
корежить	покорежить	по
корежить	скорежить	с
корежиться	искорежиться	из
корежиться	покорежиться	по
корежиться	скорежиться	с
кормить	накормить	на
кормить	покормить	по
кормиться	прокормиться	про
корнать	обкорнать	об
корнать	окорнать	о
коробить	покоробить	по
коробиться	покоробиться	по
коробиться	скоробиться	с
коротать	скоротать	с
корректировать	откорректировать	от
корректировать	прокорректировать	про
корректировать	скорректировать	с
корчевать	выкорчевать	вы
корчить	скорчить	с
корчиться	скорчиться	с
косить	покосить	по
косить	покосить	по
косить	скосить	с
косить	скосить	с
коситься	покоситься	по
коситься	скоситься	с
косматить	вскосматить	вз
косматить	раскосматить	раз
косматиться	вскосматиться	вз
коснеть	закоснеть	за
кособочиться	скособочиться	с
костенеть	закостенеть	за
костенеть	окостенеть	о
костылять	накостылять	на
котиться	окотиться	о
коченеть	закоченеть	за
коченеть	окоченеть	о
красить	накрасить	на
красить	выкрасить	вы
красить	окрасить	о
красить	покрасить	по
краситься	накраситься	на
краситься	выкраситься	вы
краситься	окраситься	о
краситься	покраситься	по
краснеть	покраснеть	по
красоваться	покрасоваться	по
красть	украсть	у
крахмалить	накрахмалить	на
кренить	накренить	на
крениться	накрениться	на
крепить	закрепить	за
крепнуть	окрепнуть	о
крестить	окрестить	о
крестить	перекрестить	пере
креститься	окреститься	о
креститься	перекреститься	пере
криветь	окриветь	о
кривить	искривить	из
кривить	покривить	по
кривить	скривить	с
кривиться	искривиться	из
кривиться	покривиться	по
кривиться	скривиться	с
кристаллизовать	закристаллизовать	за
кристаллизоваться	выкристаллизоваться	вы
кристаллизоваться	закристаллизоваться	за
кричать	прокричать	про
кровавить	окровавить	о
кровавиться	окровавиться	о
кровенить	окровенить	о
кроить	выкроить	вы
кроить	раскроить	раз
кроить	скроить	с
кромсать	искромсать	из
кромсать	раскромсать	раз
кропать	накропать	на
кропить	окропить	о
крошить	искрошить	из
крошить	накрошить	на
крошить	раскрошить	раз
крошиться	искрошиться	из
крошиться	раскрошиться	раз
круглеть	округлеть	о
круглить	округлить	о
круглиться	округлиться	о
крупнеть	покрупнеть	по
крутить	закрутить	за
крутить	прокрутить	про
крутить	скрутить	с
крутиться	закрутиться	за
кручиниться	закручиниться	за
крыть	покрыть	по
крючить	скрючить	с
крючиться	скрючиться	с
кукарекать	прокукарекать	про
куковать	прокуковать	про
кукожиться	скукожиться	с
кукситься	накукситься	на
кукситься	скукситься	с
кулемать	скулемать	с
кумиться	покумиться	по
купать	выкупать	вы
купать	искупать	из
купаться	выкупаться	вы
купаться	искупаться	из
куражиться	покуражиться	по
курить	покурить	по
куролесить	накуролесить	на
кусать	покусать	по
кутать	закутать	за
кутать	окутать	о
кутать	укутать	у
кутаться	закутаться	за
кутаться	укутаться	у
кушать	покушать	по
кушать	скушать	с
лавировать	славировать	с
лазить	слазить	с
лакать	вылакать	вы
лакировать	отлакировать	от
лакомить	полакомить	по
лакомиться	полакомиться	по
ласкать	приласкать	при
ласкаться	приласкаться	при
латать	залатать	за
лаять	пролаять	про
лаяться	полаяться	по
лгать	налгать	на
лгать	солгать	с
левачить	слевачить	с
леветь	полеветь	по
легчать	полегчать	по
леденеть	заледенеть	за
леденеть	обледенеть	об
леденеть	оледенеть	о
леденить	заледенить	за
леденить	оледенить	о
лелеять	взлелеять	вз
лениться	полениться	по
лепетать	пролепетать	про
лепить	залепить	за
лепить	вылепить	вы
лепить	налепить	на
лепить	слепить	с
лететь	полететь	по
лечить	вылечить	вы
лечить	излечить	из
лечиться	вылечиться	вы
лечиться	излечиться	из
либеральничать	слиберальничать	с
лиловеть	полиловеть	по
линовать	налиновать	на
линять	облинять	об
линять	полинять	по
линять	слинять	с
липнуть	прилипнуть	при
лить	вылить	вы
лить	отлить	от
лицевать	облицевать	об
лицевать	перелицевать	пере
лицезреть	улицезреть	у
лобызать	облобызать	об
лобызаться	облобызаться	об
ловчить	словчить	с
ломать	поломать	по
ломать	сломать	с
ломаться	поломаться	по
ломаться	сломаться	с
лопать	слопать	с
лопотать	пролопотать	про
лохматить	взлохматить	вз
лохматить	разлохматить	раз
лохматиться	взлохматиться	вз
лохматиться	разлохматиться	раз
лощить	вылощить	вы
лощить	налощить	на
лубенеть	залубенеть	за
лудить	вылудить	вы
лудить	полудить	по
лукавить	слукавить	с
лупить	облупить	об
лупить	отлупить	от
лупить	слупить	с
лупиться	облупиться	об
лупцевать	отлупцевать	от
лущить	вылущить	вы
лущить	облущить	об
лысеть	облысеть	об
лысеть	полысеть	по
льнуть	прильнуть	при
льстить	польстить	по
льститься	польститься	по
любоваться	полюбоваться	по
любопытствовать	полюбопытствовать	по
лямзить	слямзить	с
ляпать	наляпать	на
ляпать	сляпать	с
мазать	помазать	по
мазать	вымазать	вы
мазать	замазать	за
мазать	измазать	из
мазать	намазать	на
мазать	промазать	про
мазаться	измазаться	из
мазаться	намазаться	на
мазаться	помазаться	по
мазаться	вымазаться	вы
малевать	намалевать	на
малеваться	намалеваться	на
малодушествовать	смалодушествовать	с
малодушничать	смалодушничать	с
маневрировать	сманеврировать	с
манить	поманить	по
марать	замарать	за
марать	вымарать	вы
марать	измарать	из
марать	намарать	на
мараться	замараться	за
мараться	измараться	из
мараться	вымараться	вы
мариновать	замариновать	за
маркировать	замаркировать	за
маршировать	промаршировать	про
маскировать	замаскировать	за
маскироваться	замаскироваться	за
маслить	намаслить	на
маслить	помаслить	по
мастерить	смастерить	с
матрицировать	заматрицировать	за
меблировать	обмеблировать	об
меблировать	омеблировать	о
мелеть	обмелеть	об
мелить	намелить	на
мельчать	измельчать	из
мельчить	измельчить	из
мельчить	размельчить	раз
менять	изменить	из
менять	обменять	об
менять	поменять	по
менять	разменять	раз
менять	сменить	с
меняться	измениться	из
меняться	обменяться	об
меняться	перемениться	пере
меняться	поменяться	по
меняться	смениться	с
мерещиться	померещиться	по
мерещиться	примерещиться	при
мерзнуть	замерзнуть	за
мерить	померить	по
мерить	измерить	из
мерить	примерить	при
мерить	смерить	с
мериться	помериться	по
меркнуть	померкнуть	по
меркнуть	смеркнуть	с
мертветь	омертветь	о
мертветь	помертветь	по
мерять	смерять	с
месить	замесить	за
мести	подмести	под
метать	выметать	вы
метать	выметать	вы
метать	наметать	на
метать	сметать	с
метить	наметить	на
метить	пометить	по
метиться	наметиться	на
мешать	помешать	по
мешать	помешать	по
мешать	смешать	с
мешаться	смешаться	с
мешкать	замешкать	за
миловать	помиловать	по
минировать	заминировать	за
мирить	помирить	по
мирить	примирить	при
мириться	помириться	по
мириться	примириться	при
млеть	замлеть	за
множить	помножить	по
множить	умножить	у
множиться	умножиться	у
моделировать	смоделировать	с
мозолить	намозолить	на
мокнуть	намокнуть	на
мокнуть	промокнуть	про
мокнуть	вымокнуть	вы
молиться	помолиться	по
молкнуть	замолкнуть	за
молкнуть	смолкнуть	с
молкнуть	умолкнуть	у
молодеть	помолодеть	по
молотить	обмолотить	об
молотить	смолотить	с
молоть	помолоть	по
молоть	смолоть	с
монтировать	смонтировать	с
мордовать	замордовать	за
морить	заморить	за
морить	выморить	вы
морить	поморить	по
морить	уморить	у
морозить	заморозить	за
морочить	заморочить	за
морочить	обморочить	об
морщить	наморщить	на
морщить	сморщить	с
морщиться	наморщиться	на
морщиться	поморщиться	по
морщиться	сморщиться	с
мостить	вымостить	вы
мостить	замостить	за
мостить	намостить	на
мотать	замотать	за
мотать	намотать	на
мотать	помотать	по
мотать	промотать	про
мотать	умотать	у
мотыжить	промотыжить	про
мочалить	размочалить	раз
мочить	вымочить	вы
мочить	замочить	за
мочить	намочить	на
мочиться	помочиться	по
мошенничать	смошенничать	с
мрачнеть	помрачнеть	по
мстить	отмстить	от
мстить	отомстить	от
мудрить	намудрить	на
мужать	возмужать	воз
мурлыкать	промурлыкать	про
муслить	замуслить	за
муслить	намуслить	на
муслиться	замуслиться	за
мусолить	замусолить	за
мусолиться	замусолиться	за
мусорить	намусорить	на
мутить	взмутить	вз
мутить	замутить	за
мутить	помутить	по
мутиться	замутиться	за
мутиться	помутиться	по
мутнеть	помутнеть	по
мухлевать	смухлевать	с
мучать	замучать	за
мучать	измучать	из
мучаться	измучаться	из
мучить	замучить	за
мучить	измучить	из
мучиться	замучиться	за
мучиться	измучиться	из
муштровать	вымуштровать	вы
мызгать	замызгать	за
мылить	намылить	на
мылиться	намылиться	на
мытарить	замытарить	за
мытарить	измытарить	из
мытариться	замытариться	за
мытариться	измытариться	из
мыть	вымыть	вы
мыть	помыть	по
мыться	вымыться	вы
мыться	помыться	по
мычать	промычать	про
мягчеть	помягчеть	по
мягчить	смягчить	с
мякнуть	намякнуть	на
мякнуть	размякнуть	раз
мямлить	промямлить	про
мять	намять	на
мять	измять	из
мять	размять	раз
мять	смять	с
мяться	измяться	из
мяться	помяться	по
мяться	смяться	с
мяукать	промяукать	про
навозить	унавозить	у
наглеть	обнаглеть	об
надеяться	понадеяться	по
наркотизировать	занаркотизировать	за
насиловать	изнасиловать	из
наследовать	унаследовать	у
нахальничать	снахальничать	с
неволить	приневолить	при
неметь	занеметь	за
неметь	онеметь	о
нести	понести	по
нести	снести	с
нестись	снестись	с
низать	нанизать	на
никелировать	отникелировать	от
никнуть	поникнуть	по
никнуть	сникнуть	с
нищать	обнищать	об
ночевать	переночевать	пере
нравиться	понравиться	по
нумеровать	занумеровать	за
нумеровать	пронумеровать	про
нюхать	понюхать	по
обедать	пообедать	по
обезьянничать	собезьянничать	с
обещать	пообещать	по
обещаться	пообещаться	по
одеколонить	наодеколонить	на
озорничать	созорничать	с
оперировать	прооперировать	про
оперировать	соперировать	с
организовать	сорганизовать	с
организоваться	сорганизоваться	с
оригинальничать	соригинальничать	с
ориентировать	сориентировать	с
ориентироваться	сориентироваться	с
осторожничать	поосторожничать	по
острить	сострить	с
охрить	наохрить	на
падать	упасть	у
паковать	запаковать	за
паковать	упаковать	у
пакостить	запакостить	за
пакостить	испакостить	из
пакостить	напакостить	на
палить	выпалить	вы
палить	опалить	о
палить	спалить	с
парашютировать	спарашютировать	с
парировать	отпарировать	от
парить	выпарить	вы
парить	попарить	по
парить	упарить	у
париться	выпариться	вы
париться	попариться	по
паршиветь	запаршиветь	за
паршиветь	опаршиветь	о
пасовать	спасовать	с
патентовать	запатентовать	за
пахать	вспахать	вз
пачкать	запачкать	за
пачкать	испачкать	из
пачкать	напачкать	на
пачкать	выпачкать	вы
пачкаться	запачкаться	за
пачкаться	испачкаться	из
пачкаться	выпачкаться	вы
пеленать	запеленать	за
пеленать	спеленать	с
пеленговать	запеленговать	за
пенить	вспенить	вз
пениться	вспениться	вз
пенять	попенять	по
пепелить	испепелить	из
переть	спереть	с
перчить	наперчить	на
перчить	поперчить	по
песочить	пропесочить	про
пестовать	выпестовать	вы
петушиться	распетушиться	раз
петь	воспеть	воз
петь	пропеть	про
петь	спеть	с
печалить	опечалить	о
печалиться	опечалиться	о
печатать	напечатать	на
печатать	отпечатать	от
печататься	напечататься	на
печь	испечь	из
печься	испечься	из
пикировать	спикировать	с
писать	написать	на
писаться	написаться	на
питать	напитать	на
питать	пропитать	про
питаться	пропитаться	про
пить	выпить	вы
пичкать	напичкать	на
плавить	выплавить	вы
плавить	расплавить	раз
плавить	сплавить	с
плавиться	расплавиться	раз
планировать	запланировать	за
планировать	спланировать	с
пластать	распластать	раз
платать	заплатать	за
платить	заплатить	за
платить	уплатить	у
платиться	поплатиться	по
плевать	наплевать	на
плесневеть	заплесневеть	за
плести	заплести	за
плести	сплести	с
плешиветь	оплешиветь	о
плодить	наплодить	на
плодить	расплодить	раз
плодиться	наплодиться	на
плодиться	расплодиться	раз
плоить	наплоить	на
пломбировать	запломбировать	за
пломбировать	опломбировать	о
плотить	сплотить	с
плотнеть	поплотнеть	по
плошать	оплошать	о
плошать	сплошать	с
плутовать	наплутовать	на
плутовать	сплутовать	с
плюсовать	приплюсовать	при
плющить	расплющить	раз
плющить	сплющить	с
плясать	сплясать	с
поганить	опоганить	о
поганиться	опоганиться	о
подлеть	оподлеть	о
подличать	сподличать	с
позорить	опозорить	о
позориться	опозориться	о
поить	выпоить	вы
поить	напоить	на
покоить	упокоить	у
полировать	наполировать	на
полировать	отполировать	от
полнеть	пополнеть	по
полоскать	выполоскать	вы
полоскать	прополоскать	про
полосовать	исполосовать	из
полосовать	располосовать	раз
полоть	выполоть	вы
полоть	прополоть	про
полошить	всполошить	вз
полошиться	всполошиться	вз
пользоваться	воспользоваться	воз
помадить	напомадить	на
помадиться	напомадиться	на
понтировать	спонтировать	с
пороситься	опороситься	о
пороть	выпороть	вы
пороть	распороть	раз
пороться	распороться	раз
порочить	опорочить	о
порошить	запорошить	за
порошить	напорошить	на
портачить	напортачить	на
портить	испортить	из
портиться	испортиться	из
потеть	вспотеть	вз
